epoch,train_loss,train_eval,test_loss,test_eval
82,0.06148679551172993,[0.0; 0.0; 0.0; 0.0; 0.0],0.36800679512191237,[0.6523452997207642; 0.6366751194000244; 0.4466356635093689; 0.8994684815406799; 0.7661706209182739]
83,0.06106780537673443,[0.0; 0.0; 0.0; 0.0; 0.0],0.38019919604585883,[0.6398186683654785; 0.6489824056625366; 0.41872113943099976; 0.8922910690307617; 0.7629468441009521]
84,0.06022346699836501,[0.0; 0.0; 0.0; 0.0; 0.0],0.3746086212626675,[0.6387999057769775; 0.6451756358146667; 0.41929683089256287; 0.8952592611312866; 0.7584946155548096]
85,0.059662826721110354,[0.0; 0.0; 0.0; 0.0; 0.0],0.3744847235972421,[0.6394100785255432; 0.6447415351867676; 0.41500353813171387; 0.8971315026283264; 0.7705912590026855]
86,0.058699228576740155,[0.0; 0.0; 0.0; 0.0; 0.0],0.38858021665037723,[0.6553987264633179; 0.6403281688690186; 0.43733781576156616; 0.8896431922912598; 0.7683542966842651]
87,0.05778706614873794,[0.0; 0.0; 0.0; 0.0; 0.0],0.3823229477070926,[0.6387585401535034; 0.6511945724487305; 0.42751479148864746; 0.8977813720703125; 0.7687856554985046]
88,0.057283274155052556,[0.0; 0.0; 0.0; 0.0; 0.0],0.37975136961853295,[0.6274266242980957; 0.6597820520401001; 0.4202512502670288; 0.9022276401519775; 0.7685486078262329]
89,0.056809986960019494,[0.0; 0.0; 0.0; 0.0; 0.0],0.37985199376156453,[0.6246784329414368; 0.671138346195221; 0.4316137433052063; 0.8889214992523193; 0.7757135033607483]
90,0.056111968765919305,[0.0; 0.0; 0.0; 0.0; 0.0],0.38573596404309857,[0.624711811542511; 0.6648643016815186; 0.428331583738327; 0.8947902321815491; 0.7687517404556274]
91,0.055903114814303045,[0.0; 0.0; 0.0; 0.0; 0.0],0.3797984076173682,[0.6192920207977295; 0.6648470163345337; 0.43075263500213623; 0.8937234282493591; 0.7746480703353882]
92,0.05517134843414719,[0.0; 0.0; 0.0; 0.0; 0.0],0.3804658348100227,[0.637624979019165; 0.6494262218475342; 0.42302197217941284; 0.8942162394523621; 0.7655360698699951]
93,0.05505919450725414,[0.0; 0.0; 0.0; 0.0; 0.0],0.39038466047822384,[0.6447759866714478; 0.6384944915771484; 0.43135371804237366; 0.8948056697845459; 0.7672057151794434]
94,0.05493843603147313,[0.0; 0.0; 0.0; 0.0; 0.0],0.3836336873079601,[0.6290879249572754; 0.6667793989181519; 0.4393128752708435; 0.8885472416877747; 0.7671310901641846]
95,0.05442660739419213,[0.0; 0.0; 0.0; 0.0; 0.0],0.3834616269981652,[0.6338478326797485; 0.6581832766532898; 0.437716543674469; 0.897698163986206; 0.769877552986145]
96,0.05386359140967691,[0.0; 0.0; 0.0; 0.0; 0.0],0.39140239044239644,[0.6449863910675049; 0.651113748550415; 0.44011229276657104; 0.8898739218711853; 0.7696044445037842]
97,0.05355480458858787,[0.0; 0.0; 0.0; 0.0; 0.0],0.3898390181231917,[0.6385136246681213; 0.6633909940719604; 0.42921680212020874; 0.8908956050872803; 0.7646622657775879]
98,0.053395073753976924,[0.0; 0.0; 0.0; 0.0; 0.0],0.3943550565786529,[0.6386116147041321; 0.6613514423370361; 0.4352771043777466; 0.8907105922698975; 0.7597578763961792]
99,0.0528058305251151,[0.0; 0.0; 0.0; 0.0; 0.0],0.39128284391603974,[0.6397185921669006; 0.6590834856033325; 0.4281347990036011; 0.8873378038406372; 0.7648081183433533]
100,0.05239195896366048,[0.0; 0.0; 0.0; 0.0; 0.0],0.3945668789378384,[0.6517353653907776; 0.6469523906707764; 0.43005067110061646; 0.8901320099830627; 0.7654569745063782]
