epoch,train_loss,train_eval,test_loss,test_eval
1,2.0181820368924677,[0.0; 0.0; 0.0; 0.0; 0.0],1.90562487485116,[0.41307491064071655; 0.5844966173171997; 0.0463612899184227; 0.5050574541091919; 0.06012082099914551]
2,1.830504920045798,[0.0; 0.0; 0.0; 0.0; 0.0],1.6901890269496984,[0.535521924495697; 0.7028459310531616; 0.053923528641462326; 0.747718870639801; 0.11936099082231522]
3,1.672875210412554,[0.0; 0.0; 0.0; 0.0; 0.0],1.563813657091375,[0.6209989190101624; 0.7514339089393616; 0.053042441606521606; 0.8036589026451111; 0.15967389941215515]
4,1.5714743737353394,[0.0; 0.0; 0.0; 0.0; 0.0],1.4576159360115988,[0.5968343019485474; 0.7665290832519531; 0.05592700093984604; 0.840631365776062; 0.29054492712020874]
5,1.4879294868073454,[0.0; 0.0; 0.0; 0.0; 0.0],1.3737171219106306,[0.6873443722724915; 0.7743254899978638; 0.05752518028020859; 0.8606849908828735; 0.45791125297546387]
6,1.3994893222455158,[0.0; 0.0; 0.0; 0.0; 0.0],1.3723117301338597,[0.7272853851318359; 0.8011215925216675; 0.050837963819503784; 0.8539324998855591; 0.560340940952301]
7,1.3221287595778375,[0.0; 0.0; 0.0; 0.0; 0.0],1.2463836669921875,[0.7440928220748901; 0.8046296834945679; 0.05106636509299278; 0.8580062389373779; 0.6719216108322144]
8,1.2609947972476614,[0.0; 0.0; 0.0; 0.0; 0.0],1.1720504384291799,[0.7452144622802734; 0.8010756373405457; 0.04924280196428299; 0.8809454441070557; 0.6801742315292358]
9,1.2098968957959948,[0.0; 0.0; 0.0; 0.0; 0.0],1.2018975981494837,[0.7162344455718994; 0.7987440824508667; 0.06002442538738251; 0.8821182250976562; 0.7007691860198975]
10,1.1793715759092083,[0.0; 0.0; 0.0; 0.0; 0.0],1.1526354467659665,[0.7294490933418274; 0.8137470483779907; 0.06033877283334732; 0.8708813190460205; 0.7102265357971191]
11,1.1467500617172544,[0.0; 0.0; 0.0; 0.0; 0.0],1.241890179483514,[0.7049654722213745; 0.797113299369812; 0.06291989982128143; 0.8550620079040527; 0.7106661200523376]
12,1.110731264613322,[0.0; 0.0; 0.0; 0.0; 0.0],1.1098459561665852,[0.7258860468864441; 0.7952306866645813; 0.08113736659288406; 0.8857582807540894; 0.6541279554367065]
13,1.0783816926000398,[0.0; 0.0; 0.0; 0.0; 0.0],1.0860655809703625,[0.7210922837257385; 0.793250560760498; 0.09538598358631134; 0.8742563128471375; 0.7381669878959656]
14,1.0457573205429986,[0.0; 0.0; 0.0; 0.0; 0.0],1.0886363042028326,[0.663302481174469; 0.8001424074172974; 0.1029529720544815; 0.8875791430473328; 0.730744481086731]
15,1.0115201254817296,[0.0; 0.0; 0.0; 0.0; 0.0],1.134352257377223,[0.7012306451797485; 0.778599739074707; 0.17743772268295288; 0.8861986398696899; 0.75258868932724]
16,0.9823824064621073,[0.0; 0.0; 0.0; 0.0; 0.0],0.9895161494874117,[0.7293224334716797; 0.8227331638336182; 0.1714441180229187; 0.8997593522071838; 0.7710468769073486]
17,0.9618637027593112,[0.0; 0.0; 0.0; 0.0; 0.0],1.0136996925922863,[0.7154296040534973; 0.8224142789840698; 0.22687983512878418; 0.8912408351898193; 0.7661284804344177]
18,0.9454823223170855,[0.0; 0.0; 0.0; 0.0; 0.0],0.996160208133229,[0.7430210709571838; 0.790302038192749; 0.16966593265533447; 0.8978193402290344; 0.7767459154129028]
19,0.9029772881640504,[0.0; 0.0; 0.0; 0.0; 0.0],0.9866325206923903,[0.7522480487823486; 0.832034170627594; 0.24443738162517548; 0.9050637483596802; 0.7571406364440918]
20,0.892065687158513,[0.0; 0.0; 0.0; 0.0; 0.0],0.9481816061756068,[0.7161901593208313; 0.8340726494789124; 0.3505381643772125; 0.9051934480667114; 0.7865837216377258]
21,0.8627698487267063,[0.0; 0.0; 0.0; 0.0; 0.0],1.0027552487557394,[0.7156740427017212; 0.8036823272705078; 0.24332553148269653; 0.8919121026992798; 0.7740917801856995]
22,0.8509441974673576,[0.0; 0.0; 0.0; 0.0; 0.0],1.1492580970128377,[0.695217490196228; 0.8321835994720459; 0.3451927900314331; 0.8868012428283691; 0.7527310848236084]
23,0.836242064998113,[0.0; 0.0; 0.0; 0.0; 0.0],0.9835652008391264,[0.7334741950035095; 0.8436925411224365; 0.3473931550979614; 0.8998012542724609; 0.781250536441803]
24,0.8364304029125778,[0.0; 0.0; 0.0; 0.0; 0.0],1.010705972972669,[0.719580888748169; 0.8188126087188721; 0.3055169880390167; 0.8959559798240662; 0.7920231223106384]
25,0.8115242290707351,[0.0; 0.0; 0.0; 0.0; 0.0],0.9215003586651986,[0.7435005903244019; 0.8284482359886169; 0.3033289909362793; 0.9071028232574463; 0.7784543037414551]
26,0.7876453631234748,[0.0; 0.0; 0.0; 0.0; 0.0],0.9677603119298032,[0.7249782085418701; 0.8296347856521606; 0.33313214778900146; 0.9077095985412598; 0.768182635307312]
27,0.77162548169395,[0.0; 0.0; 0.0; 0.0; 0.0],0.936891802570276,[0.7400245666503906; 0.8376865983009338; 0.36205431818962097; 0.9094454050064087; 0.7559706568717957]
28,0.7649192152170682,[0.0; 0.0; 0.0; 0.0; 0.0],0.9455677030379313,[0.7438459396362305; 0.8334709405899048; 0.37938377261161804; 0.9113755822181702; 0.7817885279655457]
29,0.7519312316745059,[0.0; 0.0; 0.0; 0.0; 0.0],1.0031808823869939,[0.723495364189148; 0.8337523937225342; 0.3377322852611542; 0.8996883034706116; 0.766801655292511]
