epoch,train_loss,train_eval,test_loss,test_eval
59,0.3774432208364373,[0.0; 0.0; 0.0; 0.0; 0.0],0.8340614281202617,[0.8046473264694214; 0.8606566190719604; 0.5291345119476318; 0.9271202087402344; 0.819217324256897]
60,0.36550002895443645,[0.0; 0.0; 0.0; 0.0; 0.0],0.8471416276797914,[0.7922418713569641; 0.8582111597061157; 0.5031864643096924; 0.9317926168441772; 0.8295412063598633]
61,0.3647144259206507,[0.0; 0.0; 0.0; 0.0; 0.0],0.926188870480186,[0.803803563117981; 0.8566882610321045; 0.5017960071563721; 0.9248702526092529; 0.8201357126235962]
62,0.35881201913025207,[0.0; 0.0; 0.0; 0.0; 0.0],0.8464498279387491,[0.7873827219009399; 0.8508009910583496; 0.5150982141494751; 0.926791250705719; 0.8256371021270752]
63,0.3558698663648391,[0.0; 0.0; 0.0; 0.0; 0.0],0.9077659155193128,[0.8001980185508728; 0.854459285736084; 0.48554420471191406; 0.9266400933265686; 0.808747410774231]
64,0.36171638478769635,[0.0; 0.0; 0.0; 0.0; 0.0],0.8672582883583871,[0.7773504853248596; 0.8592288494110107; 0.5042378306388855; 0.9238501787185669; 0.828497052192688]
65,0.3507586196558365,[0.0; 0.0; 0.0; 0.0; 0.0],0.8871320109618338,[0.777072548866272; 0.8558183312416077; 0.5043371915817261; 0.9255132079124451; 0.8177478909492493]
66,0.3384955619476226,[0.0; 0.0; 0.0; 0.0; 0.0],0.9274119724307144,[0.7922201156616211; 0.8554134964942932; 0.4840940833091736; 0.9280329346656799; 0.8221858739852905]
67,0.3351417810185329,[0.0; 0.0; 0.0; 0.0; 0.0],0.8656283700675295,[0.7996275424957275; 0.8594526052474976; 0.5574824213981628; 0.9262271523475647; 0.8194329738616943]
68,0.33362238730815863,[0.0; 0.0; 0.0; 0.0; 0.0],0.9009411376819276,[0.7892812490463257; 0.859340250492096; 0.5180438756942749; 0.9285499453544617; 0.822849452495575]
69,0.32960148757656677,[0.0; 0.0; 0.0; 0.0; 0.0],0.8752809281934771,[0.7873684167861938; 0.8573822975158691; 0.5214807391166687; 0.9284197688102722; 0.8300563097000122]
70,0.31979943374398,[0.0; 0.0; 0.0; 0.0; 0.0],0.8958669879980254,[0.7839230895042419; 0.8568341732025146; 0.5061734318733215; 0.9269764423370361; 0.8311750888824463]
71,0.323234658828108,[0.0; 0.0; 0.0; 0.0; 0.0],0.8802614044724849,[0.7922250032424927; 0.8594721555709839; 0.5466384291648865; 0.925992488861084; 0.8244268894195557]
72,0.31723380970375953,[0.0; 0.0; 0.0; 0.0; 0.0],0.8768513349064609,[0.7886520028114319; 0.8562368154525757; 0.5327432155609131; 0.9285451769828796; 0.824431300163269]
73,0.31430394536348893,[0.0; 0.0; 0.0; 0.0; 0.0],0.9148986653277749,[0.7958451509475708; 0.8615797162055969; 0.528118371963501; 0.9272313117980957; 0.8144785165786743]
74,0.31267775407690085,[0.0; 0.0; 0.0; 0.0; 0.0],0.9307526140882257,[0.785993218421936; 0.8585909605026245; 0.5205046534538269; 0.9242442846298218; 0.814794659614563]
75,0.3055199578766265,[0.0; 0.0; 0.0; 0.0; 0.0],0.9301933426606027,[0.7961114048957825; 0.8550963401794434; 0.5133110284805298; 0.927230715751648; 0.814285159111023]
76,0.30397861163084605,[0.0; 0.0; 0.0; 0.0; 0.0],0.9210379939330252,[0.7883139848709106; 0.8616611361503601; 0.5242958068847656; 0.9259449243545532; 0.812038242816925]
77,0.30166188994253973,[0.0; 0.0; 0.0; 0.0; 0.0],0.9395771235750433,[0.7903685569763184; 0.8571779727935791; 0.5141833424568176; 0.9250631928443909; 0.8180992603302002]
78,0.29710838198661804,[0.0; 0.0; 0.0; 0.0; 0.0],0.9291626445034094,[0.7870932817459106; 0.8590295910835266; 0.5320087671279907; 0.9291725158691406; 0.8066900968551636]
79,0.29198004788910314,[0.0; 0.0; 0.0; 0.0; 0.0],0.954903573320623,[0.7880520224571228; 0.8588972091674805; 0.511909008026123; 0.9280269742012024; 0.8158196806907654]
80,0.2887003065208199,[0.0; 0.0; 0.0; 0.0; 0.0],0.9384102319416247,[0.7867193222045898; 0.8637958765029907; 0.5234748721122742; 0.9277632236480713; 0.8200006484985352]
81,0.2861513860573042,[0.0; 0.0; 0.0; 0.0; 0.0],1.0059788729015149,[0.792777419090271; 0.8590035438537598; 0.5093189477920532; 0.9260923862457275; 0.8028912544250488]
82,0.28851078348707154,[0.0; 0.0; 0.0; 0.0; 0.0],0.9211201500474361,[0.7892223596572876; 0.8616632223129272; 0.5480166673660278; 0.9256728887557983; 0.8134825229644775]
83,0.281239541884816,[0.0; 0.0; 0.0; 0.0; 0.0],0.9207839526628193,[0.7961077690124512; 0.8604768514633179; 0.548275351524353; 0.9262700080871582; 0.8155917525291443]
84,0.27931300785894164,[0.0; 0.0; 0.0; 0.0; 0.0],0.9457207311663711,[0.7918657064437866; 0.8601067662239075; 0.513900637626648; 0.9249489307403564; 0.825658917427063]
85,0.28003666061439264,[0.0; 0.0; 0.0; 0.0; 0.0],0.9653519287443998,[0.7866955399513245; 0.8602885007858276; 0.5161396861076355; 0.9257994890213013; 0.8142298460006714]
86,0.2749545243270613,[0.0; 0.0; 0.0; 0.0; 0.0],0.9223338491038272,[0.7921954393386841; 0.8595355749130249; 0.5315054655075073; 0.9252139329910278; 0.8117470741271973]
87,0.2717803077192496,[0.0; 0.0; 0.0; 0.0; 0.0],0.9583387186652735,[0.7933902740478516; 0.8617600798606873; 0.5289105772972107; 0.9281015992164612; 0.8216847777366638]
88,0.2705405997914194,[0.0; 0.0; 0.0; 0.0; 0.0],0.9403939916376483,[0.7948151230812073; 0.8629864454269409; 0.5477341413497925; 0.9275508522987366; 0.8097872734069824]
89,0.26430546970951635,[0.0; 0.0; 0.0; 0.0; 0.0],0.9788512326123422,[0.7959659099578857; 0.8640679121017456; 0.5114854574203491; 0.9274246096611023; 0.8147045373916626]
90,0.26290566564658885,[0.0; 0.0; 0.0; 0.0; 0.0],1.00350158465536,[0.7896301746368408; 0.8606255650520325; 0.5014679431915283; 0.9263243675231934; 0.8152815103530884]
91,0.2619765248914428,[0.0; 0.0; 0.0; 0.0; 0.0],0.9817680538746348,[0.797605574131012; 0.8599604368209839; 0.5232934355735779; 0.9265084266662598; 0.812964916229248]
92,0.2605715845331188,[0.0; 0.0; 0.0; 0.0; 0.0],0.9809622011686626,[0.7880986928939819; 0.8603498935699463; 0.5226338505744934; 0.9273875951766968; 0.8165184259414673]
93,0.25811903175402423,[0.0; 0.0; 0.0; 0.0; 0.0],1.0010083851061369,[0.7857359051704407; 0.8598176836967468; 0.5080152153968811; 0.9272202253341675; 0.8162612318992615]
94,0.25802612278371984,[0.0; 0.0; 0.0; 0.0; 0.0],0.9798578253963537,[0.7920808792114258; 0.85845547914505; 0.5165030360221863; 0.9286391735076904; 0.8155314922332764]
95,0.25464625653315326,[0.0; 0.0; 0.0; 0.0; 0.0],0.9848502623407465,[0.7935222387313843; 0.8585132956504822; 0.5111339092254639; 0.9277423024177551; 0.8169097900390625]
96,0.25281008420137907,[0.0; 0.0; 0.0; 0.0; 0.0],1.0127996666389598,[0.7897689938545227; 0.8604773283004761; 0.5153586864471436; 0.9273922443389893; 0.8135508298873901]
97,0.2521354824501947,[0.0; 0.0; 0.0; 0.0; 0.0],0.9885986896983364,[0.788431704044342; 0.8572012186050415; 0.517946720123291; 0.9270694255828857; 0.819608747959137]
98,0.25012878435468566,[0.0; 0.0; 0.0; 0.0; 0.0],0.9843732055864836,[0.7896778583526611; 0.8591210842132568; 0.520811915397644; 0.9278342723846436; 0.8185896873474121]
99,0.25123494087202397,[0.0; 0.0; 0.0; 0.0; 0.0],0.9960137501097562,[0.792142391204834; 0.858535647392273; 0.5180181860923767; 0.9281136393547058; 0.8179225921630859]
100,0.2488282115977858,[0.0; 0.0; 0.0; 0.0; 0.0],0.9934972085450825,[0.7896667718887329; 0.8582925796508789; 0.5191811323165894; 0.928064227104187; 0.8175134062767029]
