epoch,train_loss,train_eval,test_loss,test_eval
58,0.6778390218090538,[0.0; 0.0; 0.0; 0.0; 0.0],0.7800041709029883,[0.6430685520172119; 0.7478342652320862; 0.3085174560546875; 0.8896383047103882; 0.7262892723083496]
59,0.6594353749788886,[0.0; 0.0; 0.0; 0.0; 0.0],0.7579009208762855,[0.6164493560791016; 0.7365677356719971; 0.31219130754470825; 0.8856430053710938; 0.7522376179695129]
60,0.669440038551558,[0.0; 0.0; 0.0; 0.0; 0.0],0.7783819918046918,[0.6767584681510925; 0.7261866331100464; 0.2995753884315491; 0.8900251388549805; 0.7042174935340881]
61,0.6556557844543036,[0.0; 0.0; 0.0; 0.0; 0.0],0.8099303789306105,[0.6627541780471802; 0.7541261315345764; 0.30990713834762573; 0.8866692781448364; 0.722603440284729]
62,0.6511771035510183,[0.0; 0.0; 0.0; 0.0; 0.0],0.7641613546170687,[0.6668736934661865; 0.740805983543396; 0.2979505956172943; 0.8895694017410278; 0.7384340763092041]
63,0.6425493867455202,[0.0; 0.0; 0.0; 0.0; 0.0],0.8024114663140816,[0.6453899145126343; 0.7509481906890869; 0.33448266983032227; 0.8833732604980469; 0.7258952856063843]
64,0.6348302298560574,[0.0; 0.0; 0.0; 0.0; 0.0],0.7595576006069518,[0.6632917523384094; 0.7354667782783508; 0.32542625069618225; 0.8888378739356995; 0.7286648750305176]
65,0.6310969437194975,[0.0; 0.0; 0.0; 0.0; 0.0],0.8126785295051441,[0.6618882417678833; 0.7639117240905762; 0.32307833433151245; 0.8903105854988098; 0.7307751178741455]
66,0.6211187923717709,[0.0; 0.0; 0.0; 0.0; 0.0],0.758480167179777,[0.6709641218185425; 0.7342195510864258; 0.3437727689743042; 0.8891724944114685; 0.7431981563568115]
67,0.6175252455749259,[0.0; 0.0; 0.0; 0.0; 0.0],0.7746561357849523,[0.658863365650177; 0.7560140490531921; 0.3538557291030884; 0.8912602066993713; 0.733022153377533]
68,0.6219074161636908,[0.0; 0.0; 0.0; 0.0; 0.0],0.767724681318852,[0.6879920363426208; 0.7216373682022095; 0.3366333842277527; 0.8909890055656433; 0.7398764491081238]
69,0.6170243953763781,[0.0; 0.0; 0.0; 0.0; 0.0],0.7640632830168071,[0.6494197845458984; 0.7510594129562378; 0.3562626838684082; 0.883644700050354; 0.7322490215301514]
70,0.6110993748732224,[0.0; 0.0; 0.0; 0.0; 0.0],0.7480887216434144,[0.6677014827728271; 0.7335246801376343; 0.3666360378265381; 0.8881459832191467; 0.7486454248428345]
